,SKU,code,brands,quantity,status,user_ID,frequency_in_weeks,starts,next_delivery,last_edit,creation_date
247,TapTW1124,209,Taste of the Wild - Taste Of The Wild Ancient Grains,1,paused,1062,10,2023-01-13,2023-06-02,2023-01-06,2022-08-19
248,MapQP3756,210,MasQPets,1,paused,184,2,2022-09-05,2023-05-15,2022-09-03,2022-08-20
249,MapQP3736,210,MasQPets,1,paused,184,2,2022-09-05,2023-05-15,2022-09-03,2022-08-20
250,TapTW3132,210,Taste of the Wild,1,paused,184,2,2022-09-05,2023-05-15,2022-09-03,2022-08-20
251,NapNPA2116,211,Natural Pets,1,active,1061,2,2023-04-14,2023-05-12,2023-04-27,2022-08-21
252,NapNPA2117,211,Natural Pets,1,active,1061,2,2023-04-14,2023-05-12,2023-04-27,2022-08-21
253,NapNPT2353,211,Natural Pets,4,active,1061,2,2023-04-14,2023-05-12,2023-04-27,2022-08-21
254,NapNP2859,211,Natural Pets,1,active,1061,2,2023-04-14,2023-05-12,2023-04-27,2022-08-21
255,NapNPA2113,213,Natural Pets,1,paused,681,4,2022-11-17,2023-06-01,2022-10-14,2022-08-22
256,NapNPA2106,213,Natural Pets,1,paused,681,4,2022-11-17,2023-06-01,2022-10-14,2022-08-22
257,NapNPA2111,213,Natural Pets,1,paused,681,4,2022-11-17,2023-06-01,2022-10-14,2022-08-22
258,NapNPA2103,213,Natural Pets,2,paused,681,4,2022-11-17,2023-06-01,2022-10-14,2022-08-22
259,NapNPA2112,213,Natural Pets,1,paused,681,4,2022-11-17,2023-06-01,2022-10-14,2022-08-22
260,NupNS2284,214,NutriSource,1,active,1136,3,2023-06-02,2023-06-02,2023-05-05,2022-08-22
261,PupPP2422,214,Purina - Purina Pro Plan,1,active,1136,3,2023-06-02,2023-06-02,2023-05-05,2022-08-22
262,NupNS1323,215,NutriSource,1,paused,1141,5,2022-10-12,2023-05-10,2022-10-26,2022-08-23
263,PupPP2422,217,Purina - Purina Pro Plan,1,active,1144,5,2023-04-27,2023-06-01,2023-04-26,2022-08-24
264,VigVC31726,218,Virbac,1,paused,301,8,2022-08-29,2023-06-05,2022-09-25,2022-08-29
265,VipVC31678,219,Virbac,1,active,1173,4,2023-05-06,2023-06-03,2023-05-02,2022-08-29
266,NagNP2190,219,Natural Pets,4,active,1173,4,2023-05-06,2023-06-03,2023-05-02,2022-08-29
267,NapNPA2115,220,Natural Pets,1,paused,993,3,2022-11-05,2023-05-13,2022-09-30,2022-08-30
268,NapNPA2116,220,Natural Pets,1,paused,993,3,2022-11-05,2023-05-13,2022-09-30,2022-08-30
269,NapNPA2109,220,Natural Pets,2,paused,993,3,2022-11-05,2023-05-13,2022-09-30,2022-08-30
270,NapNPA2110,220,Natural Pets,2,paused,993,3,2022-11-05,2023-05-13,2022-09-30,2022-08-30
271,NagNP2192,220,Natural Pets,1,paused,993,3,2022-11-05,2023-05-13,2022-09-30,2022-08-30
272,NupNS1295,221,NutriSource,1,paused,1154,4,2022-09-29,2023-05-11,2022-10-15,2022-08-30
273,BapBA2347,222,Balance,1,active,1176,6,2022-11-29,2023-05-16,2022-11-14,2022-08-30
274,NupNS5334,223,NutriSource,2,paused,620,2,2023-04-15,2023-05-13,2023-04-24,2022-08-31
275,TapTW3115,223,Taste of the Wild,2,paused,620,2,2023-04-15,2023-05-13,2023-04-24,2022-08-31
276,ScpSD31455,224,Hills Prescription Diet,2,active,1185,4,2023-04-29,2023-05-27,2023-04-24,2022-08-31
277,TagTW3208,225,Taste of the Wild,1,active,855,4,2023-05-02,2023-05-30,2023-04-18,2022-08-31
278,hezoEn51,225,INTERFARMA,1,active,855,4,2023-05-02,2023-05-30,2023-04-18,2022-08-31
279,NupPV3263,225,NutriSource - Pure Vita,1,active,855,4,2023-05-02,2023-05-30,2023-04-18,2022-08-31
280,TapTW3132,225,Taste of the Wild,1,active,855,4,2023-05-02,2023-05-30,2023-04-18,2022-08-31
281,ScpSD31470,227,Hills Prescription Diet - Hills,1,paused,553,4,2022-08-31,2023-05-10,2022-09-27,2022-08-31
282,NupNS1291,228,NutriSource,1,active,1192,6,2023-05-26,2023-05-26,2023-04-21,2022-09-01
283,ScgSD31494,228,Hills Prescription Diet - Hills,1,active,1192,6,2023-05-26,2023-05-26,2023-04-21,2022-09-01
284,NupNS1323,230,NutriSource,1,paused,1105,3,2022-08-31,2023-05-10,2022-10-19,2022-09-01
285,TapTW3118,231,Taste of the Wild,1,active,69,5,2023-05-16,2023-05-16,2023-04-11,2022-09-01
286,BapBA1354,231,Balance,1,active,69,5,2023-05-16,2023-05-16,2023-04-11,2022-09-01
287,DipDi1179,237,Diamond - Diamond Pro 89,1,paused,457,4,2022-09-02,2023-05-12,2022-09-29,2022-09-03
288,NaPNP2040,240,Nature's Protection,1,paused,828,5,2022-09-05,2023-06-12,2022-09-16,2022-09-05
289,NupNS1287,241,NutriSource,1,active,1230,4,2023-01-31,2023-05-23,2022-12-30,2022-09-05
290,WapWD51887,243,Waldo,1,active,1234,5,2023-08-30,2023-08-30,2023-05-03,2022-09-06
291,BapBA2380,243,Balance,1,active,1234,5,2023-08-30,2023-08-30,2023-05-03,2022-09-06
292,NupNS2317,243,NutriSource,1,active,1234,5,2023-08-30,2023-08-30,2023-05-03,2022-09-06
293,NagNP2189,244,Natural Pets,4,active,1091,4,2023-04-27,2023-05-25,2023-04-25,2022-09-06
294,NapNPA2115,245,Natural Pets,1,paused,1491,2,2023-02-11,2023-05-20,2023-01-26,2022-09-07
295,DipDN3171,249,Diamond Naturals - Diamond,1,active,1252,7,2023-04-03,2023-05-22,2023-04-01,2022-09-08
296,DipDN1160,250,Diamond Naturals - Diamond,1,paused,1254,2,2022-09-29,2023-05-11,2022-09-19,2022-09-08
297,ScgSD31579,251,Hills Science Diet - Hills,1,active,1282,8,2023-05-01,2023-06-26,2023-05-02,2022-09-12
298,NapNPA2106,252,Natural Pets,2,active,1285,4,2023-03-27,2023-05-22,2023-03-21,2022-09-12
299,NapNPA2107,252,Natural Pets,6,active,1285,4,2023-03-27,2023-05-22,2023-03-21,2022-09-12
300,NapNPA2108,252,Natural Pets,6,active,1285,4,2023-03-27,2023-05-22,2023-03-21,2022-09-12
301,NapNPA2109,252,Natural Pets,5,active,1285,4,2023-03-27,2023-05-22,2023-03-21,2022-09-12
302,NaAAl21171,253,Natural Pets,3,paused,1288,8,2022-11-21,2023-07-03,2022-10-04,2022-09-12
303,NepNX1991,256,NexGard,1,active,547,3,2023-04-25,2023-05-16,2023-04-11,2022-09-13
304,NupNS3279,256,NutriSource,1,active,547,3,2023-04-25,2023-05-16,2023-04-11,2022-09-13
305,NapNPA2107,257,Natural Pets,4,active,1101,3,2023-04-05,2023-05-17,2023-03-29,2022-09-13
306,NapNP2568,257,Natural Pets,1,active,1101,3,2023-04-05,2023-05-17,2023-03-29,2022-09-13
307,NapNP2570,257,Natural Pets,2,active,1101,3,2023-04-05,2023-05-17,2023-03-29,2022-09-13
308,NupPV1261,258,NutriSource - Pure Vita,1,active,1046,7,2023-06-30,2023-06-30,2023-03-24,2022-09-15
309,DipDN3171,260,Diamond Naturals - Diamond,1,active,1309,10,2023-03-16,2023-05-25,2023-04-17,2022-09-16
310,DipDN1178,261,Diamond Naturals - Diamond,1,active,333,6,2023-05-25,2023-05-25,2023-04-14,2022-09-16
311,PupPP1405,262,Purina - Purina Pro Plan,1,active,632,5,2023-05-16,2023-05-16,2023-04-13,2022-09-16
312,NepNX1993,263,NexGard,1,active,1316,4,2023-06-07,2023-06-07,2023-05-03,2022-09-16
313,ScgSD31576,265,Hills Science Diet - Hills,1,active,1320,8,2023-05-02,2023-06-27,2023-04-24,2022-09-18
314,ScgSD31579,265,Hills Science Diet - Hills,1,active,1320,8,2023-05-02,2023-06-27,2023-04-24,2022-09-18
315,NapNPA2104,266,Natural Pets,3,paused,1071,4,2022-09-19,2023-05-29,2022-09-24,2022-09-19
316,DipDN1160,268,Diamond Naturals - Diamond,2,paused,1254,4,2022-09-19,2023-05-29,2022-10-10,2022-09-19
317,MapQP1731,270,MasQPets,2,paused,1155,12,2022-11-30,2023-05-17,2022-11-12,2022-09-21
318,1spFC1798,273,1st Choice,1,active,874,5,2023-03-22,2023-05-31,2023-02-15,2022-09-24
319,BrpBV11610,274,Bravecto,1,paused,882,12,2023-03-11,2023-06-03,2023-03-10,2022-09-24
320,NapNPA2115,275,Natural Pets,1,active,922,2,2023-04-11,2023-05-09,2023-04-11,2022-09-24
321,NapNPA2116,275,Natural Pets,1,active,922,2,2023-04-11,2023-05-09,2023-04-11,2022-09-24
322,NapNPA2117,275,Natural Pets,1,active,922,2,2023-04-11,2023-05-09,2023-04-11,2022-09-24
323,NapNPT2353,275,Natural Pets,2,active,922,2,2023-04-11,2023-05-09,2023-04-11,2022-09-24
324,NapNP2858,275,Natural Pets,1,active,922,2,2023-04-11,2023-05-09,2023-04-11,2022-09-24
325,ScgSD31495,276,Hills Prescription Diet - Hills,1,paused,301,9,2022-11-28,2023-06-05,2022-11-17,2022-09-25
326,NupNS2296,278,NutriSource,1,active,294,4,2023-05-22,2023-05-22,2023-04-23,2022-09-27
327,BagBA2371,281,Balance,1,paused,300,4,2023-02-24,2023-05-19,2023-02-20,2022-09-28
328,BapBA1354,282,Balance,1,active,1293,5,2023-04-25,2023-05-30,2023-04-24,2022-09-28
329,EaPEG2059,282,Easygroom,1,active,1293,5,2023-04-25,2023-05-30,2023-04-24,2022-09-28
330,NepNX1991,283,NexGard,1,paused,110,6,2023-01-16,2023-05-22,2022-10-23,2022-09-28
331,PupPP3436,284,Purina - Purina Pro Plan,1,paused,533,3,2022-09-28,2023-05-17,2022-10-10,2022-09-28
332,PupPP3429,284,Purina - Purina Pro Plan,1,paused,533,3,2022-09-28,2023-05-17,2022-10-10,2022-09-28
333,NapNPA2109,285,Natural Pets,1,paused,1357,4,2022-10-29,2023-05-13,2022-10-28,2022-09-29
334,NOgCL1767,286,Canada Litter,1,active,1366,12,2023-06-09,2023-06-09,2023-02-15,2022-09-29
335,ScpSD31455,288,Hills Prescription Diet,1,paused,1350,12,2023-03-31,2023-06-23,2023-03-28,2022-09-30
336,DipDN1160,289,Diamond Naturals - Diamond,1,active,1074,6,2023-05-10,2023-05-10,2023-05-07,2022-09-30
337,NapNPA2106,289,Natural Pets,2,active,1074,6,2023-05-10,2023-05-10,2023-05-07,2022-09-30
338,NapNPT2353,289,Natural Pets,1,active,1074,6,2023-05-10,2023-05-10,2023-05-07,2022-09-30
339,NupNS3275,290,NutriSource,1,active,1378,4,2023-04-28,2023-05-26,2023-04-05,2022-10-02
340,BapBA2380,290,Balance,1,active,1378,4,2023-04-28,2023-05-26,2023-04-05,2022-10-02
341,DipDi1186,291,Diamond,1,paused,466,12,2022-10-03,2023-06-12,2022-12-19,2022-10-02
342,PugCH350,292,Purina - Cat Chow,1,active,958,4,2023-03-29,2023-05-24,2023-04-24,2022-10-03
343,1sgFC3790,292,1st Choice,1,active,958,4,2023-03-29,2023-05-24,2023-04-24,2022-10-03
344,1spFC1796,293,1st Choice,1,active,231,10,2023-05-16,2023-05-16,2023-03-07,2022-10-03
345,ScgSD31577,294,Hills Science Diet - Hills,1,paused,1282,8,2023-01-21,2023-05-13,2023-02-01,2022-10-04
346,DipDN1161,295,Diamond Naturals - Diamond,1,paused,1159,4,2023-02-10,2023-06-02,2023-02-04,2022-10-04
347,OlpOPA1815,297,Old Prince,2,active,1391,4,2023-05-19,2023-05-19,2023-04-27,2022-10-05
348,1sgFC3790,298,1st Choice,1,active,1392,2,2023-04-29,2023-05-13,2023-04-20,2022-10-05
349,WapWD51885,299,Waldo,3,active,1153,8,2023-06-09,2023-06-09,2023-05-04,2022-10-05
350,VipVC11325,299,Virbac,1,active,1153,8,2023-06-09,2023-06-09,2023-05-04,2022-10-05
351,OlpOPA18142,300,Old Prince,1,active,1396,4,2023-04-05,2023-05-31,2023-04-04,2022-10-06
352,1spFC1796,303,1st Choice,1,active,1272,4,2023-05-06,2023-06-03,2023-05-06,2022-10-08
353,NupNS1298,304,NutriSource,1,active,1272,3,2023-04-24,2023-05-15,2023-04-22,2022-10-08
354,GrdGS2829,307,Grizzly Salmon Plus,1,active,1337,4,2023-05-22,2023-05-22,2023-04-24,2022-10-10
355,DigDN3199,308,Diamond Naturals - Diamond,1,paused,1254,6,2023-01-01,2023-06-18,2023-01-11,2022-10-10
356,NupNS5333,309,NutriSource,1,active,670,3,2023-05-26,2023-05-26,2023-05-05,2022-10-10
357,PrpPN2832,309,Pronature,1,active,670,3,2023-05-26,2023-05-26,2023-05-05,2022-10-10
358,BapBA2363,310,Balance,1,paused,533,6,2022-10-10,2023-06-19,2022-10-24,2022-10-10
359,PupPP3436,310,Purina - Purina Pro Plan,1,paused,533,6,2022-10-10,2023-06-19,2022-10-24,2022-10-10
360,NapNPA2107,311,Natural Pets,2,paused,337,5,2022-10-22,2023-05-20,2022-11-11,2022-10-10
361,TapTW1127,313,Taste of the Wild,1,active,1345,12,2023-05-17,2023-05-17,2023-04-12,2022-10-11
362,TapTW1131,313,Taste of the Wild,1,active,1345,12,2023-05-17,2023-05-17,2023-04-12,2022-10-11
363,NupNS3289,314,NutriSource,2,paused,1360,4,2023-01-28,2023-05-20,2023-01-16,2022-10-11
364,MapQP3733,314,MasQPets,1,paused,1360,4,2023-01-28,2023-05-20,2023-01-16,2022-10-11
365,NapNPA2113,314,Natural Pets,1,paused,1360,4,2023-01-28,2023-05-20,2023-01-16,2022-10-11
366,NapNPA2103,314,Natural Pets,5,paused,1360,4,2023-01-28,2023-05-20,2023-01-16,2022-10-11
367,NapNPA2112,314,Natural Pets,1,paused,1360,4,2023-01-28,2023-05-20,2023-01-16,2022-10-11
368,NapNPA2114,315,Natural Pets,1,paused,935,2,2022-10-11,2023-05-09,2022-10-18,2022-10-12
369,NapNPA2103,315,Natural Pets,1,paused,935,2,2022-10-11,2023-05-09,2022-10-18,2022-10-12
370,DipDN1160,317,Diamond Naturals - Diamond,2,active,1430,3,2023-05-03,2023-05-24,2023-05-02,2022-10-13
371,NupNS2693,317,NutriSource,2,active,1430,3,2023-05-03,2023-05-24,2023-05-02,2022-10-13
372,TapTW1127,318,Taste of the Wild,1,active,1431,7,2023-04-11,2023-05-30,2023-04-01,2022-10-13
373,hezoHe49,319,INTERFARMA,1,paused,1434,12,2022-10-13,2023-06-22,2023-01-03,2022-10-13
374,PhpPZA2024,319,Philozoo,1,paused,1434,12,2022-10-13,2023-06-22,2023-01-03,2022-10-13
375,BrpBV11614,321,Bravecto,1,paused,1254,12,2023-01-27,2023-07-14,2022-12-26,2022-10-14
376,ScpSD31439,322,Hills Prescription Diet - Hills,1,active,1305,4,2023-04-17,2023-05-15,2023-03-24,2022-10-14
377,NepNX1995,323,NexGard,1,paused,457,12,2023-04-05,2023-06-28,2023-01-15,2022-10-15
378,MoPMTA2014,323,Mokas Treats,1,paused,457,12,2023-04-05,2023-06-28,2023-01-15,2022-10-15
379,PupPP1406,324,Purina - Purina Pro Plan,1,active,1447,4,2023-05-10,2023-05-10,2023-05-02,2022-10-15
380,PhpPZA2028,324,Philozoo,1,active,1447,4,2023-05-10,2023-05-10,2023-05-02,2022-10-15
381,PepPSA1812,326,Petlife,10,active,1263,7,2023-05-25,2023-05-25,2023-04-20,2022-10-17
382,MapQP3733,328,MasQPets,1,paused,1155,12,2022-10-17,2023-06-26,2022-11-12,2022-10-17
383,NupNS2284,330,NutriSource,1,active,1463,5,2023-04-29,2023-06-03,2023-04-29,2022-10-17
384,NapNPA2112,331,Natural Pets,5,active,1449,4,2023-04-25,2023-05-23,2023-04-24,2022-10-18
385,1sgFC2789,333,1st Choice,1,paused,1467,12,2023-01-17,2023-07-04,2022-10-24,2022-10-18
386,NugNS2305,334,NutriSource,1,paused,1469,7,2023-05-05,2023-06-23,2023-05-02,2022-10-18
387,PupBE213,335,Purina - Beneful,1,paused,194,4,2023-04-12,2023-05-10,2023-02-20,2022-10-18
388,BapBA2365,338,Balance,1,active,1050,5,2023-04-14,2023-05-19,2023-04-13,2022-10-19
389,1spFC3798,338,1st Choice,1,active,1050,5,2023-04-14,2023-05-19,2023-04-13,2022-10-19
390,1spCH2637,339,1st Choice,1,active,1487,5,2023-05-02,2023-06-06,2023-05-02,2022-10-20
391,VepVLT2382,340,Vet Life,1,paused,78,2,2023-01-14,2023-05-20,2023-01-25,2022-10-21
392,NapNPA2107,342,Natural Pets,1,paused,337,12,2023-01-14,2023-07-01,2022-11-10,2022-10-22
393,NapNPA2109,342,Natural Pets,2,paused,337,12,2023-01-14,2023-07-01,2022-11-10,2022-10-22
394,NapNPA2110,342,Natural Pets,2,paused,337,12,2023-01-14,2023-07-01,2022-11-10,2022-10-22
395,BagBA3377,344,Balance,1,active,1506,12,2023-05-18,2023-05-18,2023-04-24,2022-10-24
396,BapBA1352,344,Balance,1,active,1506,12,2023-05-18,2023-05-18,2023-04-24,2022-10-24
397,BapBA2380,344,Balance,1,active,1506,12,2023-05-18,2023-05-18,2023-04-24,2022-10-24
398,DigDN3201,344,Diamond,1,active,1506,12,2023-05-18,2023-05-18,2023-04-24,2022-10-24
399,MapQP3738,345,MasQPets,1,active,1507,8,2023-05-30,2023-05-30,2023-04-15,2022-10-24
400,PupCH345,345,Purina - Dog Chow,1,active,1507,8,2023-05-30,2023-05-30,2023-04-15,2022-10-24
401,VipVB2020,345,Virbac,1,active,1507,8,2023-05-30,2023-05-30,2023-04-15,2022-10-24
402,PugPP2332,345,Purina Pro Plan,1,active,1507,8,2023-05-30,2023-05-30,2023-04-15,2022-10-24
403,1spFC3798,347,1st Choice,2,active,1437,3,2023-03-23,2023-05-25,2023-03-15,2022-10-25
404,ScpSD2829,347,Hills Science Diet - Hills,1,active,1437,3,2023-03-23,2023-05-25,2023-03-15,2022-10-25
405,BapBA1388,348,Balance,1,paused,59,4,2022-12-20,2023-05-09,2022-12-19,2022-10-26
406,NapNPA2113,349,Natural Pets,1,active,1004,3,2023-12-05,2023-12-05,2023-02-20,2022-10-26
407,NapNPA2111,349,Natural Pets,1,active,1004,3,2023-12-05,2023-12-05,2023-02-20,2022-10-26
408,NapNPA2112,349,Natural Pets,1,active,1004,3,2023-12-05,2023-12-05,2023-02-20,2022-10-26
409,NapNPA2110,349,Natural Pets,3,active,1004,3,2023-12-05,2023-12-05,2023-02-20,2022-10-26
410,DipDN1160,350,Diamond Naturals - Diamond,1,paused,1254,4,2022-12-26,2023-05-15,2023-01-11,2022-10-26
411,1spFC1796,354,1st Choice,1,active,1525,3,2023-05-04,2023-05-25,2023-04-13,2022-10-27
412,VipVC31317,355,Virbac,1,paused,621,4,2022-10-27,2023-05-11,2022-11-14,2022-10-27
413,TapTW3125,357,Taste of the Wild,1,active,1520,5,2023-05-02,2023-06-06,2023-04-25,2022-10-28
414,ScpSD31518,358,Hills Science Diet - Hills,2,active,1399,6,2023-07-01,2023-07-01,2023-05-04,2022-10-28
415,RopRC2699,358,Royal Canin,1,active,1399,6,2023-07-01,2023-07-01,2023-05-04,2022-10-28
416,NapNPA2115,360,Natural Pets,1,active,1456,4,2023-04-26,2023-05-24,2023-04-24,2022-10-29
417,ScgSD31494,361,Hills Prescription Diet - Hills,1,active,1533,4,2023-04-15,2023-05-13,2023-03-20,2022-10-29
418,ScgSD31495,361,Hills Prescription Diet - Hills,1,active,1533,4,2023-04-15,2023-05-13,2023-03-20,2022-10-29
419,BagBA2372,362,Balance,1,active,876,4,2023-05-15,2023-05-15,2023-05-05,2022-10-30
420,PugFX473,362,Felix,3,active,876,4,2023-05-15,2023-05-15,2023-05-05,2022-10-30
421,ScpSD11441,363,Hills Prescription Diet - Hills,1,active,1323,7,2023-05-03,2023-06-21,2023-04-29,2022-10-30
422,heMeHe80,365,Heartgard,1,paused,1544,5,2022-12-12,2023-06-05,2022-12-13,2022-10-31
423,TagTW3208,366,Taste of the Wild,1,active,1461,6,2023-05-22,2023-05-22,2023-05-08,2022-10-31
424,NupPV3263,366,NutriSource - Pure Vita,1,active,1461,6,2023-05-22,2023-05-22,2023-05-08,2022-10-31
425,GrWMew1511,366,Grizzly Salmon Plus,1,active,1461,6,2023-05-22,2023-05-22,2023-05-08,2022-10-31
426,NupNS5332,368,NutriSource,1,active,1107,4,2023-05-05,2023-06-02,2023-04-25,2022-11-01
427,NepNX1991,368,NexGard,1,active,1107,4,2023-05-05,2023-06-02,2023-04-25,2022-11-01
428,PepPEA1809,368,Petlife,4,active,1107,4,2023-05-05,2023-06-02,2023-04-25,2022-11-01
429,VepVLT2382,372,Vet Life,1,active,1470,4,2023-06-15,2023-06-15,2023-04-20,2022-11-01
430,VipVC31322,374,Virbac,2,active,1549,6,2023-02-11,2023-06-17,2023-02-01,2022-11-01
431,DipDi2185,376,Diamond,1,active,1382,4,2023-02-21,2023-05-16,2023-02-15,2022-11-02
432,ScpSD21467,377,Hills Prescription Diet - Hills,1,active,767,10,2023-03-06,2023-05-15,2023-03-01,2022-11-02
433,ScpSD21457,378,Hills Prescription Diet - Hills,1,active,1336,6,2023-04-03,2023-05-15,2023-03-30,2022-11-02
434,BapBA1354,380,Balance,1,active,818,4,2023-05-05,2023-06-02,2023-05-05,2022-11-03
435,DipDN1164,381,Diamond Naturals - Diamond,1,paused,1561,7,2023-03-09,2023-06-15,2023-01-25,2022-11-03
436,DipDN1160,382,Diamond Naturals - Diamond,1,paused,1570,4,2022-12-26,2023-05-15,2022-12-16,2022-11-03
437,DipDi1186,383,Diamond,1,paused,466,12,2023-02-05,2023-07-23,2022-12-19,2022-11-04
438,1spFC1796,384,1st Choice,1,paused,496,7,2022-11-04,2023-05-19,2022-11-29,2022-11-04
439,NugNS2305,384,NutriSource,1,paused,496,7,2022-11-04,2023-05-19,2022-11-29,2022-11-04
440,PugFX476,384,Felix,4,paused,496,7,2022-11-04,2023-05-19,2022-11-29,2022-11-04
441,PugFX477,384,Felix,4,paused,496,7,2022-11-04,2023-05-19,2022-11-29,2022-11-04
442,BapBA1369,385,Balance,1,active,478,5,2023-05-26,2023-05-26,2023-04-29,2022-11-04
443,ScpSD31478,386,Hills Prescription Diet - Hills,1,active,1421,4,2023-05-10,2023-05-10,2023-05-02,2022-11-04
444,TapPR3151,386,Taste of the Wild - Taste Of The Wild Prey,1,active,1421,4,2023-05-10,2023-05-10,2023-05-02,2022-11-04
445,LidMe2156,386,Lisan,2,active,1421,4,2023-05-10,2023-05-10,2023-05-02,2022-11-04
446,DipDi1186,387,Diamond,1,paused,1573,10,2023-02-07,2023-06-27,2023-02-06,2022-11-04
447,NupNS1291,388,NutriSource,1,active,1051,12,2023-06-13,2023-06-13,2023-04-11,2022-11-04
448,NapNPA2103,389,Natural Pets,8,active,1574,2,2023-05-15,2023-05-15,2023-04-26,2022-11-05
449,NapNPA2116,389,Natural Pets,1,active,1574,2,2023-05-15,2023-05-15,2023-04-26,2022-11-05
450,NapNPA2117,389,Natural Pets,1,active,1574,2,2023-05-15,2023-05-15,2023-04-26,2022-11-05
451,BapBA2387,390,Balance,1,active,1590,5,2023-05-25,2023-05-25,2023-04-27,2022-11-06
452,BrgBC12018,391,Bravecto,2,active,997,12,2023-07-17,2023-07-17,2023-04-21,2022-11-07
453,PupPP1408,394,Purina - Purina Pro Plan,1,active,482,12,2023-06-24,2023-06-24,2023-03-27,2022-11-08
454,BapBA1385,395,Balance,1,active,1596,3,2023-05-12,2023-05-12,2023-04-21,2022-11-08
455,ArpAT11032,396,Artri-Tabs,2,active,1597,8,2023-04-12,2023-06-07,2023-04-12,2022-11-08
456,NapNPA2118,397,Natural Pets,1,paused,1604,4,2023-01-21,2023-05-13,2022-11-30,2022-11-09
457,NapNPA2106,398,Natural Pets,2,active,1598,12,2023-08-18,2023-08-18,2023-03-22,2022-11-09
458,VipVC31680,399,Virbac,2,active,1606,4,2023-05-30,2023-05-30,2023-05-04,2022-11-09
459,DipDN1160,400,Diamond Naturals - Diamond,1,active,1607,12,2023-04-18,2023-07-11,2023-04-14,2022-11-10
460,ScgSD31578,401,Hills Science Diet - Hills,1,active,1571,6,2023-06-01,2023-06-01,2023-05-03,2022-11-10
461,1sgFC2781,402,1st Choice,1,active,197,6,2023-04-26,2023-06-07,2023-04-25,2022-11-10
462,NupNS1277,402,NutriSource,1,active,197,6,2023-04-26,2023-06-07,2023-04-25,2022-11-10
463,1spFC3798,404,1st Choice,1,active,1466,4,2023-05-22,2023-05-22,2023-04-26,2022-11-10
464,VipVC31328,405,Virbac,1,active,1265,2,2023-05-16,2023-05-16,2023-05-08,2022-11-10
465,ScpSD31455,406,Hills Prescription Diet,1,active,725,6,2022-11-10,2023-06-08,,2022-11-11
466,PupCH688,407,Purina - Dog Chow,4,active,1499,2,2023-05-09,2023-05-09,2023-05-08,2022-11-11
467,PupCH689,407,Purina - Dog Chow,5,active,1499,2,2023-05-09,2023-05-09,2023-05-08,2022-11-11
468,PupCH691,407,Purina - Dog Chow,7,active,1499,2,2023-05-09,2023-05-09,2023-05-08,2022-11-11
469,PugFXP2126,407,Purina - Felix,1,active,1499,2,2023-05-09,2023-05-09,2023-05-08,2022-11-11
470,PugFXP2129,407,Purina - Felix,2,active,1499,2,2023-05-09,2023-05-09,2023-05-08,2022-11-11
471,BapBA1354,408,Balance,1,active,1231,4,2023-05-16,2023-05-16,2023-04-18,2022-11-11
472,VipVB2764,408,Virbac,1,active,1231,4,2023-05-16,2023-05-16,2023-04-18,2022-11-11
473,VipVB2762,408,Virbac,2,active,1231,4,2023-05-16,2023-05-16,2023-04-18,2022-11-11
474,PupCH686,412,Purina - Dog Chow,1,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
475,PupCH687,412,Purina - Dog Chow,1,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
476,PupCH688,412,Purina - Dog Chow,1,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
477,PupCH690,412,Purina - Dog Chow,1,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
478,PupCH691,412,Purina - Dog Chow,1,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
479,NupNS3279,412,NutriSource,1,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
480,VepVL22213,412,Vet Life,2,active,295,3,2023-04-28,2023-05-19,2023-04-21,2022-11-13
481,BapBA1352,414,Balance,1,active,1626,5,2023-05-08,2023-06-12,2023-04-28,2022-11-14
482,1spFC1798,414,1st Choice,1,active,1626,5,2023-05-08,2023-06-12,2023-04-28,2022-11-14
483,ScpSD11472,416,Hills Prescription Diet - Hills,1,active,1627,4,2023-05-11,2023-05-11,2023-04-14,2022-11-14
484,ScpSD31453,416,Hills Prescription Diet - Hills,1,active,1627,4,2023-05-11,2023-05-11,2023-04-14,2022-11-14
485,1spFC3798,417,1st Choice,2,active,1578,2,2023-04-28,2023-05-12,2023-04-18,2022-11-14
486,NugNS2308,418,NutriSource,1,paused,1097,6,2023-02-07,2023-06-13,2023-01-31,2022-11-15
487,1spFC1796,419,1st Choice,1,active,1640,12,2023-03-18,2023-06-10,2023-03-18,2022-11-16
488,OlpOP2638,420,Old Prince,1,active,1026,4,2023-08-30,2023-08-30,2023-05-03,2022-11-16
489,BapBA1354,421,Balance,1,paused,1652,4,2023-01-04,2023-05-24,2022-12-09,2022-11-16
490,ScgSD31495,422,Hills Prescription Diet - Hills,1,paused,301,9,2022-11-16,2023-05-24,2023-01-04,2022-11-17
491,DipDN3171,423,Diamond Naturals - Diamond,1,active,1655,7,2023-02-02,2023-05-11,2023-01-31,2022-11-17
492,DipDN1164,424,Diamond Naturals - Diamond,1,active,1579,8,2023-05-18,2023-05-18,2023-03-23,2022-11-17
493,1spFC3798,425,1st Choice,1,active,1432,4,2023-05-04,2023-06-01,2023-05-04,2022-11-18
