Proveedor,Pets,Categoría,Marca,SKU,Nombre de producto,DIC,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC.1,ENE.1,FEB.1,MAR.1,TOTAL GENERAL,Ventas Prom x Mes,Pronostico Abril,Ventas Abr,Promedio ultimos 3 meses,Time meses en inventario,TOTAL AS,AUTOSHIPS (ACTIVOS-15 DÍAS),AUTOSHIPS (ACTIVOS-30 DÍAS),SAFETY STOCK,STOCK Actual,STOCK- safety stock,Tipo de producto,Cantidades a Ordenar,inventario total
Animal Friend,perro,Accesorios,Ruffwear,RupRW2731,Arnés Front Range Red Sumac - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2756,Arnés Front Range Red Sumac - Large - Extra Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2739,Correa Front Range Aurora Teal - Aurora Teal,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2755,Knot-a-Long™ Correa de cuerda Obsidian Black - Obsidian Black,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2734,Correa Front Range Blue Moon - Blue Moon,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2733,Correa Front Range Hibiscus Pink - Hibiscus Pink,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2724,Correa Front Range Red Sumac - Red Sumac,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2754,Knot-a-Long™ Correa de cuerda Red Sumac - Red Sumac,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Cat & Dog Company,perro,Higiene,Cat & Dog Company,CapCD2758,"Shampoo Menta - 250, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0.6666666666666666,-1.5,0,0,0,0.0,-1.0,0.0,DD,NA,NA
Cat & Dog Company,perro,Higiene,Cat & Dog Company,CapCD2757,"Shampoo Avena - 250, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,1,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Ruffwear,RupRW2760,Swamp Cooler Neck Aurora Teal/Heliotrope Purple - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0.6,0.75,0,0.6666666666666666,0.0,0,0,0,0.26249999999999996,0.0,0.0,DD,NA,NA
Herrera & Elizondo,perro,Alimento,1st CHOICE,1spFC2710,"Puppy Toy And Small Breeds - 2.72, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,3.0,0,0,0,0.0,1.0,0.0,DD,NA,1.0
Suplidora Royal,perro,Alimento,Royal Canin,RopRC2761,"Chihuahua Adulto - 1.5, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.4,0.5,0,0.3333333333333333,0.0,0,0,0,0.175,0.0,0.0,DD,NA,0.0
Virbac,dos,Farmacia,Virbac,VipVB2763,"Endogard - 10, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,3,8,18,3.6,4.5,6,5.666666666666667,2.8235294117647056,2,2,0,3.575,16.0,0.0,DC,0.0,0.0
Virbac,dos,Farmacia,Virbac,VipVB2764,"Endogard - 2.5, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,2,1.0,-1.0,1,1,0,1.0875,-1.0,0.0,DD,0.0,0.0
Virbac,dos,Farmacia,Virbac,VipVB2762,"Endogard - 30, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.6,0.75,8,3.6666666666666665,-1.6363636363636365,2,2,0,2.2625,-6.0,0.0,DD,0.0,0.0
Repagro,dos,Farmacia,Bayer,BadBY2765,"Drontal Puppy - 30, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,3.0,0.0,DD,NA,3.0
Repagro,dos,Farmacia,Bayer,BadBY2766,Drontal Plus Saborizado10kg - Unidad,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0.8,1.0,3,2.3333333333333335,17.142857142857142,0,0,0,0.35,40.0,0.0,DD,NA,40.0
Repagro,dos,Farmacia,Bayer,BadBY2767,Drontal Plus Saborizado 35kg - Unidad,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,4,1.6666666666666667,0.0,0,0,0,0.0875,0.0,0.0,DD,NA,0.0
Repagro,dos,Farmacia,Bayer,BadBY2768,"Vetriderm Jabón - 100, g",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,12.0,0,0,0,0.0875,4.0,0.0,DD,NA,4.0
Repagro,dos,Farmacia,Bayer,BadBY2769,Seresto Collar Antipulgas para Perros y Gatos - Pequeño,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,2.0
Repagro,perro,Farmacia,Bayer,BapBY2770,Seresto Collar Antipulgas para Perros - Mediano y Grande,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,1,0.6666666666666666,3.0,0,0,0,0.0875,2.0,0.0,DD,NA,2.0
Repagro,perro,Alimento,Pedigree,PepPD2771,"High Protein Perros Adultos Res y Pollo - 4, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,3.0,0.0,DD,NA,3.0
NA,0,NA,NA,PedPH2773,Meloximax 1 - Unidad,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
Sire Veterinario,dos,Farmacia,Brilliant,BrdBL2774,"Aceite de Salmón - 300, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,6,7,19,3.8,4.75,3,5.333333333333333,0.5625,1,1,0,2.6624999999999996,3.0,0.0,CC,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2554,Pechera Reflectiva Azul - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2553,Pechera Reflectiva Azul - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2552,Pechera Reflectiva Azul - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2557,Pechera Reflectiva Negra - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2556,Pechera Reflectiva Negra - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2555,Pechera Reflectiva Negra - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2560,Pechera Reflectiva Verde - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2559,Pechera Reflectiva Verde - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2558,Pechera Reflectiva Verde - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2563,Pechera Reflectiva Fucsia - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2562,Pechera Reflectiva Fucsia - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
AG925,perro,Accesorios,Zawates,ZapZW2561,Pechera Reflectiva Fucsia - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Animal Friend,dos,Accesorios,Zooneee,ZodZN2775,Transportadora Bracco Eco 1  (1kg a 5kgs) - Extra Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,dos,Accesorios,Zooneee,ZodZN2776,Transportadora Bracco Eco 3 (6kg a 10kgs) - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2777,Transportadora Bracco Eco 4 (11kg a 14kgs) - Medium,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2778,Transportadora Bracco Eco 5 (15kg a 22kgs) - Large,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2779,Transportadora Bracco Eco 6 (23kg a 32kgs) - XLarge,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,-3.0,0,0,0,0.0,-1.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2780,Transportadora Bracco Eco 7 (33kg a 40kgs) - XXLarge,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,CD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2781,Transportadora Bracco Eco 8 (más de 40kgs) - Jumbo,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
PETIBOX,dos,Higiene,PETIBOX,PEdPB2784,Sanitarios Alternativos (Zacate Natural) - Grande,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,-3.0,0,0,0,0.0,-1.0,0.0,DD,NA,NA
PETIBOX,dos,Higiene,PETIBOX,PEdPB2783,Sanitarios Alternativos (Zacate Natural) - Mediano,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.4,0.5,1,1.0,0.0,0,0,0,0.175,0.0,0.0,DD,NA,NA
PETIBOX,dos,Higiene,PETIBOX,PEdPB2782,Sanitarios Alternativos (Zacate Natural) - Pequeño,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4,0.5,0,0.6666666666666666,0.0,0,0,0,0.175,0.0,0.0,DD,NA,NA
PETIBOX,dos,Higiene,PETIBOX,PEdPB2787,Repuesto de Zacate - Mediano,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
PETIBOX,dos,Higiene,PETIBOX,PEdPB2786,Repuesto de Zacate - Pequeño,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2792,Transportadora Suave Small - Azul,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2793,Transportadora Suave Small - Gris,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2794,Transportadora Suave Small - Rosado,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2795,Transportadora Suave Small - Verde,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2788,Transportadora Suave Medium - Azul,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2789,Transportadora Suave Medium - Gris,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2790,Transportadora Suave Medium - Rosado,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Animal Friend,perro,Accesorios,Zooneee,ZopZN2791,Transportadora Suave Medium - Verde,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2797,Bandana Reversible  Batman - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2796,Bandana Reversible  Batman - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2798,Bandana Reversible  Batman - XL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2800,Bandana Reversible Tropical Negra - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2799,Bandana Reversible Tropical Negra - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2801,Bandana Reversible Tropical Negra - XL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2803,Bandana Reversible Tropical Violeta - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2802,Bandana Reversible Tropical Violeta - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2804,Bandana Reversible Tropical Violeta - XL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2806,Bandana Reversible Starwars - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2805,Bandana Reversible Starwars - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,dos,Accesorios,Petto,PedPT2807,Bandana Reversible Starwars - XL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,perro,Accesorios,Petto,PePPT2809,Collar Negro Reflectivo - M,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,perro,Accesorios,Petto,PePPT2808,Collar Negro Reflectivo - S,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,perro,Accesorios,Petto,PePPT2810,Collar Negro Reflectivo - XL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Petto,perro,Accesorios,Petto,PedPT2811,Correa Reflectiva Negra Larga - 3 Metros,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0, ,NA,NA
Petto,perro,Accesorios,Petto,PedPT2812,Correa Reflectiva Negra Larga - 5 Metros,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0, ,NA,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2813,"Skin+Coat (Pelo Brillante-Recuperación de Piel-Uñas Sanas) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,1,0.6666666666666666,1.5,0,0,0,0.0875,1.0,0.0,DD,3.0,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2814,"Hip+Joint Mini (Condroprotector y Antioxidante) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.4,0.5,2,1.3333333333333333,2.25,0,0,0,0.175,3.0,0.0,DD,3.0,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2815,"Immunity & Allergies (Inmunidad-Antialérgico-Antiestrés) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,4.0,0.0,DD,0.0,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2816,"UT Support (Desarrollo y Salud del Sistema Urinario) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,4.0,0.0,DD,0.0,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2817,"Daily Multi Puppy (Suplemento Vitamínico Cachorros) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,3.0,0.0,DD,0.0,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2818,"Daily Multi Adult (Suplemento Vitamínico Adultos) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4,0.5,0,0.6666666666666666,3.0,0,0,0,0.175,2.0,0.0,DD,0.0,NA
Monteco,perro,Farmacia,Cani-Tabs,CaPCT2819,"Daily Multi Senior (Suplemento Vitamínico Geriátricos) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,1,0.6666666666666666,6.0,0,0,0,0.0875,4.0,0.0,DD,0.0,NA
Monteco,dos,Farmacia,Cani-Tabs,CadCT2820,"Healthy Bones Ca+P (Huesos y Dientes Sanos) - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4,0.5,0,0.6666666666666666,6.0,0,0,0,0.175,4.0,0.0,DD,0.0,NA
VETIM SA,perro,Alimento,Science Diet,ScpSD2821,"Adulto Chicken And Barley - 3, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.4,0.5,1,1.0,6.0,0,0,0,0.175,6.0,0.0,DD,NA,6.0
VETIM SA,perro,Alimento,Prescription Diet,PrpPD2822,"j/d® Canine - 12.5, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
Nestle,gato,Alimento,Fancy Feast,PugFF2824,"Alimento Húmedo Goulash Atún - 85, g",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,11.0,0.0,DD,NA,11.0
Nestle,gato,Alimento,Fancy Feast,PugFF2823,"Alimento Húmedo Filets Salmón - 85, g",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1.0,1.25,4,3.0,3.0,4,0,0,0.4375,9.0,0.0,DD,NA,9.0
Vets & Pets,perro,Alimento,Vet Life,VepVL2825,"Hypoallergenic Canine Pescado - 10, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
Virbac,0,NA,NA,VidVC2830,"HEXADENE SPHERULITES - 250, ML",NA,NA,0.0,0,0,0,0,0,0,0,1,2,1,1,0,3,8,1.4,1.75,1,1.3333333333333333,0.0,0,0,0,0.6124999999999999,0.0,0.0,DD,2.0,NA
NA,0,NA,NA,PugFXP2129,Alimento Húmedo Pollo - 85 g - 6Pack,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1.0,1.25,4,3.0,3.3333333333333335,2,2,0,2.4375,10.0,0.0,DD,NA,NA
Groovy,dos,Alimento,Groovy,GrdGY2361,Jerky Bites Treats 60g ( Para Perros y Gatos) - Pescado,NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.25,0,0.3333333333333333,NA,0,0,0,0.0875,NA,0.0,DD,NA,NA
Groovy,dos,Alimento,Groovy,GrdGY2359,Jerky Bites Treats 60g ( Para Perros y Gatos) - Pollo,NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0.8,1.0,0,1.3333333333333333,NA,3,3,0,3.35,NA,0.0,DC,NA,NA
Groovy,dos,Alimento,Groovy,GrdGY2360,Jerky Bites Treats 60g ( Para Perros y Gatos) - Res,NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1.2,1.5,1,2.3333333333333335,NA,0,0,0,0.5249999999999999,NA,0.0,DC,NA,NA
NA,0,NA,NA,GrdGS2829,"Aceite Salmon Hips And Joint - 948, ml",NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.6,0.75,2,1.6666666666666667,3.5999999999999996,1,1,0,1.2625,6.0,0.0,DD,NA,NA
NA,0,NA,NA,GrdGS2828,"Aceite Salmon Hips And Joint - 474, ml",NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1.0,1.25,0,1.6666666666666667,3.5999999999999996,0,0,0,0.4375,6.0,0.0,DD,NA,NA
NA,0,NA,NA,VedVP2826,Botiquín para Perros y Gatos - Botiquín,NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,1.4,1.75,1,2.6666666666666665,0.375,0,0,0,0.6124999999999999,1.0,0.0,DD,NA,NA
NA,0,NA,NA,DigDi2827,"Diamond Maintenance Cat - 18.1, kg",NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,9.0,1,0,0,0.0875,3.0,0.0,DD,NA,NA
NA,0,NA,NA,VipVC2832,"Dog Digestive Support - 7, kg",NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,NA
Virbac,0,NA,NA,VidVC2831,"Shampoo Epi-Soothe® - 250, ml",NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,3.0,0,0,0,0.0,1.0,0.0,DD,0.0,NA
nan,nan,nan,nan,TopTC1726-1,tobiCare Plus,NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,NA
VETIM SA,perro,Alimento,Prescription Diet,PrpPD2826,"Metabolic Treats - 340, g",NA,NA,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,NA
